model_id,channel_44_1,channel_44_2,channel_44_3,channel_44_4,channel_44_5,channel_44_6,channel_44_7,channel_44_8,channel_44_9,channel_44_10,channel_44_11,channel_44_12,channel_44_13,channel_44_14,channel_44_15,channel_44_16,channel_44_17,channel_44_18,channel_44_19,channel_44_20,channel_44_21,channel_44_22,channel_44_23,channel_44_24,channel_44_25,channel_44_26,channel_44_27,channel_44_28,channel_44_29,channel_44_30,channel_44_31,channel_44_32,channel_44_33,channel_44_34,channel_44_35,channel_44_36,channel_44_37,channel_44_38,channel_44_39,channel_44_40,channel_44_41,channel_44_42,channel_44_43,channel_44_44,channel_44_45,channel_44_46,channel_44_47,channel_44_48,channel_44_49,channel_44_50,channel_44_51,channel_44_52,channel_44_53,channel_44_54,channel_44_55,channel_44_56,channel_44_57,channel_44_58,channel_44_59,channel_44_60,channel_44_61,channel_44_62,channel_44_63,channel_44_64,channel_44_65,channel_44_66,channel_44_67,channel_44_68,channel_44_69,channel_44_70,channel_44_71,channel_44_72,channel_44_73,channel_44_74,channel_44_75,channel_45_1,channel_45_2,channel_45_3,channel_45_4,channel_45_5,channel_45_6,channel_45_7,channel_45_8,channel_45_9,channel_45_10,channel_45_11,channel_45_12,channel_45_13,channel_45_14,channel_45_15,channel_45_16,channel_45_17,channel_45_18,channel_45_19,channel_45_20,channel_45_21,channel_45_22,channel_45_23,channel_45_24,channel_45_25,channel_45_26,channel_45_27,channel_45_28,channel_45_29,channel_45_30,channel_45_31,channel_45_32,channel_45_33,channel_45_34,channel_45_35,channel_45_36,channel_45_37,channel_45_38,channel_45_39,channel_45_40,channel_45_41,channel_45_42,channel_45_43,channel_45_44,channel_45_45,channel_45_46,channel_45_47,channel_45_48,channel_45_49,channel_45_50,channel_45_51,channel_45_52,channel_45_53,channel_45_54,channel_45_55,channel_45_56,channel_45_57,channel_45_58,channel_45_59,channel_45_60,channel_45_61,channel_45_62,channel_45_63,channel_45_64,channel_45_65,channel_45_66,channel_45_67,channel_45_68,channel_45_69,channel_45_70,channel_45_71,channel_45_72,channel_45_73,channel_45_74,channel_45_75,channel_46_1,channel_46_2,channel_46_3,channel_46_4,channel_46_5,channel_46_6,channel_46_7,channel_46_8,channel_46_9,channel_46_10,channel_46_11,channel_46_12,channel_46_13,channel_46_14,channel_46_15,channel_46_16,channel_46_17,channel_46_18,channel_46_19,channel_46_20,channel_46_21,channel_46_22,channel_46_23,channel_46_24,channel_46_25,channel_46_26,channel_46_27,channel_46_28,channel_46_29,channel_46_30,channel_46_31,channel_46_32,channel_46_33,channel_46_34,channel_46_35,channel_46_36,channel_46_37,channel_46_38,channel_46_39,channel_46_40,channel_46_41,channel_46_42,channel_46_43,channel_46_44,channel_46_45,channel_46_46,channel_46_47,channel_46_48,channel_46_49,channel_46_50,channel_46_51,channel_46_52,channel_46_53,channel_46_54,channel_46_55,channel_46_56,channel_46_57,channel_46_58,channel_46_59,channel_46_60,channel_46_61,channel_46_62,channel_46_63,channel_46_64,channel_46_65,channel_46_66,channel_46_67,channel_46_68,channel_46_69,channel_46_70,channel_46_71,channel_46_72,channel_46_73,channel_46_74,channel_46_75,Usage
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,Public
12,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,Public
13,0.050000001,0.048,0.046,0.044,0.041999999,0.039999999,0.037999999,0.035999998,0.034000002,0.032000002,0.029999999,0.028000001,0.026000001,0.024,0.022,0.02,0.017999999,0.016000001,0.014,0.012,0.01,0.008,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0.048,0.046,0.044,0.041999999,0.039999999,0.037999999,0.035999998,0.034000002,0.032000002,0.029999999,0.028000001,0.026000001,0.024,0.022,0.02,0.017999999,0.016000001,0.014,0.012,0.01,0.008,0.006,0.004,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0.048,0.046,0.044,0.041999999,0.039999999,0.037999999,0.035999998,0.034000002,0.032000002,0.029999999,0.028000001,0.026000001,0.024,0.022,0.02,0.017999999,0.016000001,0.014,0.012,0.01,0.008,0.006,0.004,0.002,Public
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000280079,-0.001112473,-0.002473866,-0.004326131,-0.006617388,-0.009283464,-0.012249689,-0.015432983,-0.018744189,-0.022090569,-0.025378397,-0.028515587,-0.03141427,-0.033993267,-0.03618034,-0.037914235,-0.03914639,-0.039842293,-0.039982457,-0.039562952,-0.038595531,-0.037107285,-0.0351399,-0.032748479,-0.029999999,-0.026971441,-0.023747627,-0.020418849,-0.01707834,-0.01381966,-0.010734079,-0.007908017,-0.005420628,-0.003341575,-0.001729091,-0.000628337,-7.01E-05,-7.01E-05,-0.000628337,-0.001729091,-0.003341575,-0.005420628,-0.007908017,-0.010734079,-0.01381966,-0.01707834,-0.020418849,-0.023747627,-0.026971441,-0.029999999,-0.032748479,-0.0351399,-0.037107285,-0.038595531,-0.039562952,-0.039982457,-0.039842293,-0.03914639,-0.037914235,-0.03618034,-0.033993267,-0.03141427,-0.028515587,-0.025378397,-0.022090569,-0.018744189,-0.015432983,-0.012249689,-0.009283464,-0.006617388,-0.004326131,-0.002473866,-0.001112473,-0.000280079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Public
15,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0,Private
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001351351,0.002702703,0.004054054,0.005405406,0.006756757,0.008108108,0.009459459,0.010810811,0.012162162,0.013513514,0.014864865,0.016216217,0.017567568,0.018918918,0.020270269,0.021621622,0.022972973,0.024324324,0.025675675,0.027027028,0.028378379,0.02972973,0.03108108,0.032432433,0.033783782,0.035135135,0.036486488,0.037837837,0.03918919,0.040540539,0.041891892,0.043243244,0.044594593,0.045945946,0.047297299,0.048648648,0.050000001,0.048648648,0.047297299,0.045945946,0.044594593,0.043243244,0.041891892,0.040540539,0.03918919,0.037837837,0.036486488,0.035135135,0.033783782,0.032432433,0.03108108,0.02972973,0.028378379,0.027027028,0.025675675,0.024324324,0.022972973,0.021621622,0.020270269,0.018918918,0.017567568,0.016216217,0.014864865,0.013513514,0.012162162,0.010810811,0.009459459,0.008108108,0.006756757,0.005405406,0.004054054,0.002702703,0.001351351,0,0,-0.000675676,-0.001351351,-0.002027027,-0.002702703,-0.003378378,-0.004054054,-0.00472973,-0.005405406,-0.006081081,-0.006756757,-0.007432432,-0.008108108,-0.008783784,-0.009459459,-0.010135135,-0.010810811,-0.011486487,-0.012162162,-0.012837837,-0.013513514,-0.014189189,-0.014864865,-0.01554054,-0.016216217,-0.016891891,-0.017567568,-0.018243244,-0.018918918,-0.019594595,-0.020270269,-0.020945946,-0.021621622,-0.022297297,-0.022972973,-0.023648649,-0.024324324,-0.025,-0.024324324,-0.023648649,-0.022972973,-0.022297297,-0.021621622,-0.020945946,-0.020270269,-0.019594595,-0.018918918,-0.018243244,-0.017567568,-0.016891891,-0.016216217,-0.01554054,-0.014864865,-0.014189189,-0.013513514,-0.012837837,-0.012162162,-0.011486487,-0.010810811,-0.010135135,-0.009459459,-0.008783784,-0.008108108,-0.007432432,-0.006756757,-0.006081081,-0.005405406,-0.00472973,-0.004054054,-0.003378378,-0.002702703,-0.002027027,-0.001351351,-0.000675676,0,Private
17,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,0,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,-0.075000003,0,Private
18,0,-0.004183892,-0.008338437,-0.012434495,-0.016443333,-0.020336833,-0.024087684,-0.027669577,-0.031057389,-0.034227356,-0.037157241,-0.039826497,-0.042216398,-0.044310179,-0.046093158,-0.047552824,-0.048678946,-0.049463615,-0.049901336,-0.049989033,-0.049726095,-0.049114361,-0.048158128,-0.0468641,-0.045241352,-0.043301269,-0.04105746,-0.038525663,-0.035723634,-0.032671031,-0.029389262,-0.025901351,-0.02223176,-0.018406227,-0.014451589,-0.010395585,-0.006266661,-0.002093783,0.002093783,0.006266661,0.010395585,0.014451589,0.018406227,0.02223176,0.025901351,0.029389262,0.032671031,0.035723634,0.038525663,0.04105746,0.043301269,0.045241352,0.0468641,0.048158128,0.049114361,0.049726095,0.049989033,0.049901336,0.049463615,0.048678946,0.047552824,0.046093158,0.044310179,0.042216398,0.039826497,0.037157241,0.034227356,0.031057389,0.027669577,0.024087684,0.020336833,0.016443333,0.012434495,0.008338437,0.004183892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050000001,-0.050000001,0.050000001,-0.050000001,-0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,-0.050000001,0.025756165,-0.050000001,0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.014664518,-0.050000001,-0.050000001,-0.050000001,0.050000001,-0.050000001,-0.050000001,-0.050000001,0.050000001,-0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,0.050000001,0.000202378,-0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,0.050000001,-0.050000001,0.050000001,-0.050000001,0.050000001,-0.050000001,0.050000001,0.050000001,0.049969461,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,0.050000001,-0.050000001,-0.050000001,0.050000001,0.050000001,0.050000001,-0.050000001,-0.050000001,-0.003512676,-0.050000001,Private
20,-0.002196847,-0.002365632,-0.002033364,-0.001097093,0.000431641,0.002390861,0.004459728,0.006188583,0.007071265,0.006653131,0.004656761,0.00109765,-0.003642477,-0.008814148,-0.013388266,-0.016232623,-0.016352465,-0.013149163,-0.006637026,0.002442865,0.01265839,0.022089174,0.028675394,0.030652251,0.026979778,0.017666208,0.003895563,-0.01209345,-0.027376676,-0.038901985,-0.044124845,-0.041583855,-0.031281434,-0.014770973,0.005086068,0.024655178,0.040249102,0.048880216,0.048880216,0.040249102,0.024655178,0.005086068,-0.014770973,-0.031281434,-0.041583855,-0.044124845,-0.038901985,-0.027376676,-0.01209345,0.003895563,0.017666208,0.026979778,0.030652251,0.028675394,0.022089174,0.01265839,0.002442865,-0.006637026,-0.013149163,-0.016352465,-0.016232623,-0.013388266,-0.008814148,-0.003642477,0.00109765,0.004656761,0.006653131,0.007071265,0.006188583,0.004459728,0.002390861,0.000431641,-0.001097093,-0.002033364,-0.002365632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012434495,-0.024087684,-0.034227356,-0.042216398,-0.047552828,-0.049901336,-0.049114361,-0.045241352,-0.038525663,-0.029389262,-0.018406227,-0.006266662,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012434495,-0.024087684,-0.034227356,-0.042216398,-0.047552828,-0.049901336,-0.049114361,-0.045241352,-0.038525663,-0.029389262,-0.018406227,-0.006266662,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012434495,-0.024087684,-0.034227356,-0.042216398,-0.047552828,-0.049901336,-0.049114361,-0.045241352,-0.038525663,-0.029389262,-0.018406227,-0.006266662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Private
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,3.38E-05,4.12E-05,5.03E-05,6.15E-05,7.51E-05,9.16E-05,0.000111892,0.000136598,0.00016674,0.000203507,0.00024834,0.00030299,0.000369577,0.000450665,0.000549347,0.000669346,0.000815125,0.000992015,0.001206351,0.001465612,0.001778559,0.002155363,0.002607678,0.003148668,0.003792909,0.004556148,0.005454841,0.006505424,0.007723263,0.009121276,0.010708251,0.012486994,0.014452524,0.016590612,0.018877033,0.021277875,0.023751041,0.02624896,0.028722126,0.031122966,0.033409387,0.035547476,0.037513006,0.039291751,0.040878724,0.042276736,0.043494575,0.044545159,0.045443852,0.046207093,0.046851333,0.047392324,0.047844637,0.048221439,0.04853439,0.048793647,0.049007986,0.049184874,0.049330655,0.049450655,0.049549334,0.049630422,0.049697012,0.049751662,0.049796492,0.04983326,0.049863402,0.049888108,0.049908355,0.04992494,0.04993853,0.049949661,0.04995878,0.049966246,Private
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049944721,-0.049932491,-0.049917556,-0.049899325,-0.049877059,-0.049849883,-0.049816705,-0.049776215,-0.049726803,-0.04966652,-0.049592987,-0.049503319,-0.049394019,-0.049260847,-0.04909867,-0.048901305,-0.048661307,-0.04836975,-0.048015971,-0.047587298,-0.047068778,-0.046442881,-0.045689274,-0.044784643,-0.043702666,-0.042414181,-0.040887702,-0.039090317,-0.036989152,-0.034553472,-0.031757448,-0.028583499,-0.02502601,-0.02109495,-0.016818777,-0.012245934,-0.007444252,-0.002497919,0.002497919,0.007444252,0.012245934,0.016818777,0.02109495,0.02502601,0.028583499,0.031757448,0.034553472,0.036989152,0.039090317,0.040887702,0.042414181,0.043702666,0.044784643,0.045689274,0.046442881,0.047068778,0.047587298,0.048015971,0.04836975,0.048661307,0.048901305,0.04909867,0.049260847,0.049394019,0.049503319,0.049592987,0.04966652,0.049726803,0.049776215,0.049816705,0.049849883,0.049877059,0.049899325,0.049917556,0.049932491,Private
